0,1.524578793
0.0101010101,1.770026244
0.0202020202,1.949272479
0.0303030303,2.077050439
0.0404040404,1.695386919
0.05050505051,1.474165775
0.06060606061,1.308100804
0.07070707071,1.543736549
0.08080808081,1.573531322
0.09090909091,1.306577219
0.101010101,0.8641239391
0.1111111111,1.581576557
0.1212121212,1.250644547
0.1313131313,1.618076163
0.1414141414,1.034376
0.1515151515,0.7341914501
0.1616161616,1.748046616
0.1717171717,1.800593564
0.1818181818,1.05461658
0.1919191919,1.098143432
0.202020202,0.9491368715
0.2121212121,0.9273373989
0.2222222222,1.114069597
0.2323232323,0.8593274856
0.2424242424,0.8476441739
0.2525252525,0.8896341493
0.2626262626,0.4800166641
0.2727272727,0.9141596651
0.2828282828,1.094358316
0.2929292929,0.4120312117
0.303030303,0.3212999495
0.3131313131,0.5408784773
0.3232323232,1.023515544
0.3333333333,0.742968013
0.3434343434,0.363448653
0.3535353535,0.8507635535
0.3636363636,1.114176193
0.3737373737,0.1614489093
0.3838383838,0.4330956952
0.3939393939,0.1280793193
0.404040404,0.606740577
0.4141414141,-0.5727135408
0.4242424242,-0.2106103529
0.4343434343,0.1716927314
0.4444444444,0.3191894879
0.4545454545,0.3104532676
0.4646464646,0.0916259306
0.4747474747,0.07974107053
0.4848484848,-0.2038991629
0.4949494949,0.2040634706
0.5050505051,0.25649229
0.5151515152,0.6325488649
0.5252525253,0.5813823772
0.5353535354,-0.1210812283
0.5454545455,0.1183000876
0.5555555556,0.2401444166
0.5656565657,0.2194369492
0.5757575758,0.06709387951
0.5858585859,-0.3044989536
0.595959596,0.008758396205
0.6060606061,0.4505971284
0.6161616162,-0.3208446542
0.6262626263,0.08667303808
0.6363636364,0.3066921841
0.6464646465,-0.2942125978
0.6565656566,0.1980730736
0.6666666667,0.3124499295
0.6767676768,-0.1469856919
0.6868686869,0.5052185588
0.696969697,0.1991255302
0.7070707071,0.8673233576
0.7171717172,0.05476885695
0.7272727273,-0.1018603711
0.7373737374,0.8964770038
0.7474747475,0.9410924621
0.7575757576,0.3611479823
0.7676767677,0.6960412479
0.7777777778,0.8289177021
0.7878787879,1.234276152
0.797979798,1.062926449
0.8080808081,1.047637041
0.8181818182,0.5014939206
0.8282828283,0.700612518
0.8383838384,0.9381729047
0.8484848485,0.5177071939
0.8585858586,0.7412646498
0.8686868687,0.850528396
0.8787878788,0.9399148622
0.8888888889,0.8761534365
0.898989899,1.331054242
0.9090909091,0.8428962099
0.9191919192,0.9594696975
0.9292929293,0.7818838835
0.9393939394,1.050680699
0.9494949495,1.944455187
0.9595959596,1.316563527
0.9696969697,1.54518836
0.9797979798,2.094271954
0.9898989899,1.266147773
1,2.607990333
